Elapsed (s),Time,nGen-400 Uptime,nGen-400 Hours,Anode PWM_Duty_Cycle,Anode Voltage,Anode Current,Getter PWM_Duty_Cycle,Getter Current,Neutron Counts,Neutron Count_Rate,Neutron Count_Rate_Avg,Neutron Count_Rate_Stdev_Pct,RF Freq_Synth,Suppressor Current,Suppressor Voltage,Calculations Current_Ratio,Faults Anode_Voltage_Too_High,Faults Arc_dI_dt,Faults Arc_I,Faults Blinkout,Faults E_Beam_Power_Too_High,Faults Interlock,Faults Suppressor_Voltage_Too_Low,State_Machine State,State_Machine Source,State_Machine Destination,State_Machine Fault
25.9,09-Jun-25 09:45:56,78.78,14.07,0.08197,79.53,0.0489,0.5936,1.986,0,0,0,100,18.48,0.3155,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
26.6,09-Jun-25 09:45:57,79.5,14.07,0.08174,80.03,0.04523,0.5936,1.991,0,0,0,100,18.48,0.3148,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
27.2,09-Jun-25 09:45:58,80.11,14.07,0.08173,80.11,0.04513,0.5933,1.997,0,0,0,100,18.48,0.3138,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
27.8,09-Jun-25 09:45:58,80.65,14.07,0.08157,80.57,0.04334,0.5952,1.991,0,0,0,100,18.48,0.3145,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
28.3,09-Jun-25 09:45:59,81.25,14.07,0.08185,79.82,0.04612,0.5946,1.999,0,0,0,100,18.48,0.3142,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
28.9,09-Jun-25 09:45:59,81.8,14.07,0.08184,79.82,0.0489,0.5952,1.999,0,0,0,100,18.48,0.3147,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
29.5,09-Jun-25 09:46:00,82.4,14.07,0.08185,79.8,0.04602,0.5963,1.997,0,0,0,100,18.48,0.3115,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
30.1,09-Jun-25 09:46:00,83.01,14.07,0.08191,79.71,0.0485,0.5987,1.987,0,0,0,100,18.48,0.3113,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
30.7,09-Jun-25 09:46:01,83.55,14.07,0.08189,79.95,0.04295,0.5981,1.995,0,0,0,100,18.48,0.3124,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
31.2,09-Jun-25 09:46:02,84.16,14.07,0.08178,80.2,0.04562,0.5982,1.998,0,0,0,100,18.48,0.3122,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
31.8,09-Jun-25 09:46:02,84.7,14.07,0.08195,79.76,0.04602,0.5984,2,0,0,0,100,18.48,0.3138,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
32.3,09-Jun-25 09:46:03,85.3,14.07,0.08202,79.65,0.04354,0.5998,1.997,0,0,0,100,18.48,0.3126,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
33.0,09-Jun-25 09:46:03,85.85,14.07,0.08215,79.34,0.04622,0.6004,1.997,0,0,0,100,18.48,0.3114,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
33.6,09-Jun-25 09:46:04,86.45,14.08,0.08248,78.5,0.04662,0.6016,1.995,0,0,0,100,18.48,0.3106,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
34.1,09-Jun-25 09:46:05,87.06,14.08,0.08189,80.28,0.04781,0.6035,1.988,0,0,0,100,18.48,0.3109,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
34.7,09-Jun-25 09:46:05,87.6,14.08,0.08201,79.95,0.04741,0.6042,1.986,0,0,0,100,18.48,0.3127,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
35.3,09-Jun-25 09:46:06,88.21,14.08,0.08251,78.56,0.04642,0.6034,1.994,0,0,0,100,18.48,0.3124,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
35.9,09-Jun-25 09:46:06,88.75,14.08,0.08196,80.31,0.04434,0.6057,1.983,0,0,0,100,18.48,0.3118,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
36.4,09-Jun-25 09:46:07,89.36,14.08,0.08209,80.03,0.05088,0.6035,2,0,0,0,100,18.48,0.3116,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
36.9,09-Jun-25 09:46:07,89.78,14.08,0.08237,79.23,0.04771,0.6053,1.992,0,0,0,100,18.48,0.3125,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
37.4,09-Jun-25 09:46:08,90.39,14.08,0.08232,79.58,0.04582,0.6064,1.989,0,0,0,100,18.48,0.3112,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
38.0,09-Jun-25 09:46:08,90.93,14.08,0.0823,79.73,0.05098,0.6044,2.004,0,0,0,100,18.48,0.3116,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
38.8,09-Jun-25 09:46:09,91.65,14.08,0.08254,79.14,0.05078,0.608,1.988,0,0,0,100,18.48,0.312,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
39.3,09-Jun-25 09:46:10,92.26,14.08,0.08273,78.86,0.05832,0.6072,1.995,0,0,0,100,18.48,0.3132,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
39.9,09-Jun-25 09:46:10,92.8,14.08,0.08291,78.88,0.07419,0.6084,1.991,0,0,0,100,18.48,0.3139,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
40.5,09-Jun-25 09:46:11,93.4,14.08,0.08346,78.1,0.1191,0.6074,2.001,0,0,0,100,18.48,0.3199,404.4,-1,0,0,0,-2,0,0,0,3.789,3,4,[ OK ]
41.8,09-Jun-25 09:46:12,93.95,14.08,0.08397,77.75,0.1202,0.5529,1.717,0,0,0,100,18.48,0.3245,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
43.8,09-Jun-25 09:46:14,96.75,14.08,0.08573,78.78,0.1246,0.5152,1.522,0,0,0,100,18.48,0.3282,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
44.8,09-Jun-25 09:46:15,97.81,14.08,0.08643,78.19,0.1295,0.5104,1.498,0,0,0,100,18.48,0.3308,404.1,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
45.5,09-Jun-25 09:46:16,98.45,14.08,0.08648,78.93,0.1379,0.5068,1.497,0,0,0,100,18.48,0.3303,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
46.0,09-Jun-25 09:46:16,98.98,14.08,0.08662,79.04,0.1379,0.5082,1.475,0,0,0,100,18.48,0.3305,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
46.5,09-Jun-25 09:46:17,99.51,14.08,0.08718,77.8,0.1379,0.5051,1.483,0,0,0,100,18.48,0.3313,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
47.1,09-Jun-25 09:46:17,100,14.08,0.08699,78.88,0.1379,0.5053,1.474,0,0,0,100,18.48,0.3323,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
47.5,09-Jun-25 09:46:18,100.5,14.08,0.08697,79.29,0.1379,0.5035,1.479,0,0,0,100,18.48,0.3331,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
47.9,09-Jun-25 09:46:18,100.8,14.08,0.08697,79.5,0.1382,0.5028,1.479,0,0,0,100,18.48,0.3344,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
48.3,09-Jun-25 09:46:19,101.3,14.08,0.08699,79.65,0.1379,0.5041,1.468,0,0,0,100,18.48,0.3324,404.1,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
48.7,09-Jun-25 09:46:19,101.7,14.08,0.08712,79.41,0.1316,0.5043,1.463,0,0,0,100,18.48,0.3352,404.1,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
49.1,09-Jun-25 09:46:20,102.1,14.08,0.0869,80.28,0.1379,0.5038,1.464,0,0,0,100,18.48,0.3358,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
49.7,09-Jun-25 09:46:20,102.6,14.08,0.08713,79.76,0.1379,0.5026,1.468,0,0,0,100,18.48,0.3336,404.4,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
50.1,09-Jun-25 09:46:20,103,14.08,0.08719,79.71,0.1379,0.5043,1.456,0,0,0,100,18.48,0.3338,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
50.5,09-Jun-25 09:46:21,103.5,14.08,0.08723,79.71,0.1379,0.5018,1.469,0,0,0,100,18.48,0.3358,404.4,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
50.9,09-Jun-25 09:46:21,103.9,14.08,0.08713,80.08,0.1272,0.5032,1.46,0,0,0,100,18.48,0.335,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
51.3,09-Jun-25 09:46:22,104.3,14.08,0.08741,79.33,0.1314,0.5031,1.46,0,0,0,100,18.48,0.3397,403.9,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
51.7,09-Jun-25 09:46:22,104.7,14.08,0.08739,79.5,0.1284,0.5013,1.468,0,0,0,100,18.48,0.3403,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
52.1,09-Jun-25 09:46:23,105.1,14.08,0.08723,80,0.1311,0.5027,1.46,0,0,0,100,18.48,0.3422,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
52.6,09-Jun-25 09:46:23,105.5,14.08,0.08739,79.53,0.131,0.503,1.458,0,0,0,100,18.48,0.3382,404.5,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
53.0,09-Jun-25 09:46:23,105.9,14.08,0.08779,78.35,0.1283,0.5019,1.463,0,0,0,100,18.48,0.3397,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
53.4,09-Jun-25 09:46:24,106.3,14.08,0.08749,79.31,0.1276,0.5027,1.459,0,0,0,100,18.48,0.3395,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
53.8,09-Jun-25 09:46:24,106.7,14.08,0.08746,79.5,0.1295,0.5022,1.461,0,0,0,100,18.48,0.3391,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
54.2,09-Jun-25 09:46:25,107.2,14.08,0.08718,80.39,0.1255,0.5032,1.455,0,0,0,100,18.48,0.34,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
54.6,09-Jun-25 09:46:25,107.6,14.08,0.08745,79.58,0.1268,0.5025,1.459,0,0,0,100,18.48,0.3409,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
55.0,09-Jun-25 09:46:25,108,14.08,0.08743,79.73,0.1238,0.5019,1.463,0,0,0,100,18.48,0.3395,404.1,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
55.4,09-Jun-25 09:46:26,108.4,14.08,0.08744,79.69,0.1254,0.5023,1.46,0,0,0,100,18.48,0.3393,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
56.0,09-Jun-25 09:46:26,108.7,14.08,0.08899,80.01,0.1218,0.5009,1.469,0,0,0,100,18.48,0.3413,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
56.5,09-Jun-25 09:46:27,109.5,14.08,0.0895,81.62,0.1252,0.5021,1.463,0,0,0,100,18.48,0.3416,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
57.0,09-Jun-25 09:46:27,109.9,14.08,0.09172,81.81,0.128,0.5025,1.46,0,0,0,100,18.48,0.3421,404.1,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
57.4,09-Jun-25 09:46:28,110.4,14.08,0.09271,82.55,0.1267,0.5016,1.465,0,0,0,100,18.48,0.3419,404.4,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
57.9,09-Jun-25 09:46:28,110.8,14.08,0.09505,83.46,0.1314,0.5029,1.457,0,0,0,100,18.48,0.342,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
58.3,09-Jun-25 09:46:29,111.3,14.08,0.09627,84.83,0.1248,0.5017,1.463,0,0,0,100,18.48,0.3427,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
58.8,09-Jun-25 09:46:29,111.7,14.08,0.09739,85.21,0.1275,0.5034,1.452,0,0,0,100,18.48,0.3423,404.4,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
59.2,09-Jun-25 09:46:30,112.2,14.08,0.1004,87.33,0.1275,0.5019,1.46,0,0,0,100,18.48,0.3427,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
59.6,09-Jun-25 09:46:30,112.6,14.08,0.1012,89.78,0.1284,0.5009,1.466,0,0,0,100,18.48,0.3422,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
60.0,09-Jun-25 09:46:30,112.9,14.08,0.1038,89.78,0.1305,0.503,1.454,0,0,0,100,18.48,0.3434,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
60.2,09-Jun-25 09:46:31,113.2,14.08,0.1053,90.76,0.1264,0.5008,1.468,0,0,0,100,18.48,0.3419,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
60.6,09-Jun-25 09:46:31,113.6,14.08,0.1064,92.27,0.1261,0.5024,1.458,0,0,0,100,18.48,0.3424,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
61.0,09-Jun-25 09:46:31,113.9,14.08,0.1089,93.42,0.1307,0.5031,1.454,0,0,0,100,18.48,0.3445,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
61.3,09-Jun-25 09:46:32,114.3,14.08,0.1104,94.71,0.1379,0.5016,1.463,0,0,0,100,18.48,0.3441,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
62.1,09-Jun-25 09:46:32,114.7,14.08,0.1116,96.54,0.1379,0.5019,1.461,0,0,0,100,18.48,0.3432,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
62.5,09-Jun-25 09:46:33,115.5,14.08,0.1186,100.5,0.1379,0.5013,1.462,0,0,0,100,18.48,0.3438,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
62.9,09-Jun-25 09:46:33,115.9,14.08,0.1205,102,0.1379,0.5024,1.456,0,0,0,100,18.48,0.3438,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
63.2,09-Jun-25 09:46:34,116.2,14.08,0.1217,103.5,0.05078,0.5032,1.452,0,0,0,100,18.48,0.3339,404.3,-1,0,-1,0,0.5159,0,0,0,4,4,-1,[ OK ]
63.5,09-Jun-25 09:46:34,116.5,14.08,0.122,106.8,0.0484,0.5025,1.456,0,0,0,100,18.48,0.3345,404,-1,0,-1,0,0.5464,0,0,0,4,4,-1,[ OK ]
63.8,09-Jun-25 09:46:34,116.8,14.08,0.1228,108.1,0.049,0.5005,1.468,0,0,0,100,18.48,0.3336,404.3,-1,0,-1,0,0.5768,0,0,0,4,4,-1,[ OK ]
64.2,09-Jun-25 09:46:35,117.2,14.08,0.1235,110.6,0.04453,0.5009,1.466,0,0,0,100,18.48,0.3339,404.3,-1,0,-1,0,0.6189,0,0,0,4,4,-1,[ OK ]
64.5,09-Jun-25 09:46:35,117.5,14.08,0.1239,112,0.0486,0.5023,1.459,0,0,0,100,18.48,0.3327,404.1,-1,0,-1,0,0.6493,0,0,0,4,4,-1,[ OK ]
64.8,09-Jun-25 09:46:35,117.8,14.08,0.1246,112.2,0.04493,0.5029,1.454,0,0,0,100,18.48,0.3338,404.3,-1,0,-1,0,0.68,0,0,0,4,4,-1,[ OK ]
65.3,09-Jun-25 09:46:36,118.2,14.08,0.1248,114.3,0.05197,0.5011,1.465,0,0,0,100,18.48,0.3335,404.3,-1,0,-1,0,0.7219,0,0,0,4,4,-1,[ OK ]
65.6,09-Jun-25 09:46:36,118.5,14.08,0.1254,114.3,0.0489,0.5035,1.452,0,0,0,100,18.48,0.3323,404.1,-1,0,-1,0,0.7525,0,0,0,4,4,-1,[ OK ]
65.9,09-Jun-25 09:46:36,118.8,14.08,0.1257,114.8,0.0489,0.501,1.466,0,0,0,100,18.48,0.3322,404,-1,0,-1,0,0.783,0,0,0,4,4,-1,[ OK ]
66.2,09-Jun-25 09:46:37,119.1,14.08,0.126,115.3,0.0487,0.5009,1.467,0,0,0,100,18.48,0.3318,404.1,-1,0,-1,0,0.8133,0,0,0,4,4,-1,[ OK ]
66.6,09-Jun-25 09:46:37,119.6,14.08,0.1263,116.2,0.0481,0.5015,1.464,0,0,0,100,18.48,0.3329,404,-1,0,-1,0,0.8553,0,0,0,4,4,-1,[ OK ]
66.9,09-Jun-25 09:46:37,119.9,14.08,0.1266,116.5,0.05158,0.5025,1.458,0,0,0,100,18.48,0.332,404,-1,0,-1,0,0.8859,0,0,0,4,4,-1,[ OK ]
67.3,09-Jun-25 09:46:38,120.3,14.08,0.1269,116.9,0.04801,0.5024,1.459,0,0,0,100,18.48,0.3323,404.2,-1,0,-1,0,0.9276,0,0,0,4,4,-1,[ OK ]
67.7,09-Jun-25 09:46:38,120.7,14.08,0.1273,117,0.049,0.5022,1.46,0,0,0,100,18.48,0.3329,404.2,-1,0,-1,0,0.9691,0,0,0,4,4,-1,[ OK ]
68.9,09-Jun-25 09:46:39,121.1,14.08,0.1274,117.6,0.04979,0.5018,1.463,0,0,0,100,18.48,0.3329,404.3,-1,0,-1,0,1,0,0,0,3.625,4,2,[ OK ]
70.0,09-Jun-25 09:46:40,122.6,14.08,0,83.14,0.04215,0.5021,1.466,0,0,0,100,18.48,0.3306,404.2,0,0,-1,0,-2,0,-1,0,3.625,4,2,[ OK ]
70.7,09-Jun-25 09:46:41,123.6,14.08,0,56.08,0.03848,0.503,1.461,0,0,0,100,18.48,0.33,404,0,0,-1,0,-2,0,-1,0,3.625,4,2,[ OK ]
71.1,09-Jun-25 09:46:42,124,14.08,0,44.68,0.04463,0.5018,1.466,0,0,0,100,18.48,0.3268,404.4,0,0,-1,0,-2,0,-1,0,3.625,4,2,[ OK ]
