Elapsed (s),Time,nGen-400 Uptime,nGen-400 Hours,Anode PWM_Duty_Cycle,Anode Voltage,Anode Current,Getter PWM_Duty_Cycle,Getter Current,Neutron Counts,Neutron Count_Rate,Neutron Count_Rate_Avg,Neutron Count_Rate_Stdev_Pct,RF Freq_Synth,Suppressor Current,Suppressor Voltage,Calculations Current_Ratio,Faults Anode_Voltage_Too_High,Faults Arc_dI_dt,Faults Arc_I,Faults Blinkout,Faults E_Beam_Power_Too_High,Faults Interlock,Faults Suppressor_Voltage_Too_Low,State_Machine State,State_Machine Source,State_Machine Destination,State_Machine Fault
11.2,9/29/2025 5:33:25 PM,292.9,26.53,0.07608,73.86,0.04691,0.588,1.962,0,0,0,100,18.48,0.2881,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
11.8,9/29/2025 5:33:25 PM,293.6,26.53,0.07677,75.01,0.04562,0.5913,1.966,0,0,0,100,18.48,0.288,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
12.4,9/29/2025 5:33:26 PM,294.1,26.53,0.07746,75.23,0.04473,0.5942,1.964,0,0,0,100,18.48,0.2881,404.6,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
12.8,9/29/2025 5:33:26 PM,294.6,26.53,0.07771,76.27,0.04582,0.5941,1.977,0,0,0,100,18.48,0.2875,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
13.3,9/29/2025 5:33:27 PM,295,26.53,0.07799,76.76,0.04265,0.5948,1.982,0,0,0,100,18.48,0.2867,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
13.8,9/29/2025 5:33:27 PM,295.6,26.53,0.07806,78.27,0.04781,0.5972,1.98,0,0,0,100,18.48,0.2874,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
14.3,9/29/2025 5:33:28 PM,296.1,26.53,0.07846,78.02,0.04662,0.5961,1.994,0,0,0,100,18.48,0.2887,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
14.8,9/29/2025 5:33:28 PM,296.5,26.53,0.0786,78.55,0.04463,0.5999,1.98,0,0,0,100,18.48,0.2887,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
15.4,9/29/2025 5:33:29 PM,297.1,26.53,0.07867,79.21,0.04483,0.5996,1.989,0,0,0,100,18.48,0.2871,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
15.8,9/29/2025 5:33:29 PM,297.6,26.53,0.07916,78.45,0.04622,0.6013,1.986,0,0,0,100,18.48,0.2868,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
16.3,9/29/2025 5:33:30 PM,298,26.53,0.07922,78.83,0.04612,0.6005,1.995,0,0,0,100,18.48,0.2872,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
16.7,9/29/2025 5:33:30 PM,298.5,26.53,0.07926,79.12,0.04602,0.6013,1.996,0,0,0,100,18.48,0.2871,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
17.2,9/29/2025 5:33:31 PM,298.9,26.53,0.0793,79.39,0.04612,0.6034,1.988,0,0,0,100,18.48,0.2865,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
17.6,9/29/2025 5:33:31 PM,299.4,26.53,0.0795,79.18,0.04572,0.6049,1.983,0,0,0,100,18.48,0.2873,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
18.1,9/29/2025 5:33:32 PM,299.9,26.53,0.07964,78.94,0.04652,0.6039,1.992,0,0,0,100,18.48,0.2881,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
18.7,9/29/2025 5:33:32 PM,300.5,26.53,0.07947,79.82,0.04493,0.6054,1.989,0,0,0,100,18.48,0.2883,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
19.2,9/29/2025 5:33:33 PM,300.9,26.53,0.07958,79.69,0.04533,0.6065,1.986,0,0,0,100,18.48,0.2893,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
19.6,9/29/2025 5:33:33 PM,301.4,26.53,0.07993,78.86,0.04533,0.6061,1.992,0,0,0,100,18.48,0.2894,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
20.1,9/29/2025 5:33:33 PM,301.8,26.53,0.07978,79.45,0.04493,0.6081,1.984,0,0,0,100,18.48,0.2891,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
20.5,9/29/2025 5:33:34 PM,302.3,26.53,0.07975,79.57,0.04493,0.6077,1.99,0,0,0,100,18.48,0.2886,404.6,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
20.9,9/29/2025 5:33:34 PM,302.7,26.53,0.07967,79.96,0.04562,0.6072,1.997,0,0,0,100,18.48,0.288,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
21.4,9/29/2025 5:33:35 PM,303.2,26.53,0.07982,79.6,0.04612,0.607,2.003,0,0,0,100,18.48,0.2892,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
21.9,9/29/2025 5:33:35 PM,303.7,26.53,0.07996,79.37,0.0482,0.609,1.996,0,0,0,100,18.48,0.2903,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
22.4,9/29/2025 5:33:36 PM,304.1,26.53,0.07973,80.12,0.04275,0.6117,1.984,0,0,0,100,18.48,0.2915,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
22.8,9/29/2025 5:33:36 PM,304.6,26.53,0.08001,79.45,0.0481,0.6103,1.996,0,0,0,100,18.48,0.2902,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
23.3,9/29/2025 5:33:37 PM,305,26.53,0.07988,79.85,0.04434,0.6113,1.994,0,0,0,100,18.48,0.29,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
23.7,9/29/2025 5:33:37 PM,305.5,26.53,0.0797,80.51,0.04592,0.6113,1.998,0,0,0,100,18.48,0.2915,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
24.2,9/29/2025 5:33:38 PM,305.9,26.53,0.07987,80.11,0.04503,0.6123,1.995,0,0,0,100,18.48,0.2923,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
24.6,9/29/2025 5:33:38 PM,306.4,26.53,0.08001,79.74,0.04612,0.6128,1.998,0,0,0,100,18.48,0.29,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
25.1,9/29/2025 5:33:38 PM,306.9,26.53,0.08001,79.76,0.04205,0.6144,1.992,0,0,0,100,18.48,0.2905,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
25.7,9/29/2025 5:33:39 PM,307.5,26.53,0.07988,80.22,0.04701,0.6161,1.986,0,0,0,100,18.48,0.2913,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
26.2,9/29/2025 5:33:40 PM,307.9,26.53,0.08049,78.42,0.04612,0.6149,1.995,0,0,0,100,18.48,0.29,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
26.6,9/29/2025 5:33:40 PM,308.4,26.53,0.07999,79.88,0.04622,0.6163,1.991,0,0,0,100,18.48,0.2921,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
27.0,9/29/2025 5:33:40 PM,308.8,26.53,0.07999,79.92,0.04632,0.6174,1.987,0,0,0,100,18.48,0.2927,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
27.5,9/29/2025 5:33:41 PM,309.3,26.53,0.08008,79.63,0.04582,0.6174,1.99,0,0,0,100,18.48,0.2912,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
28.1,9/29/2025 5:33:41 PM,309.9,26.53,0.08,79.88,0.04632,0.6183,1.988,0,0,0,100,18.48,0.2913,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
28.6,9/29/2025 5:33:42 PM,310.3,26.53,0.08017,79.44,0.049,0.6181,1.993,0,0,0,100,18.48,0.2896,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
29.0,9/29/2025 5:33:42 PM,310.8,26.53,0.07993,80.22,0.0483,0.6192,1.99,0,0,0,100,18.48,0.2909,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
29.5,9/29/2025 5:33:43 PM,311.2,26.53,0.08022,79.39,0.04562,0.6182,1.999,0,0,0,100,18.48,0.2902,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
30.0,9/29/2025 5:33:43 PM,311.8,26.53,0.07983,80.52,0.04275,0.6196,1.996,0,0,0,100,18.48,0.289,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
30.5,9/29/2025 5:33:44 PM,312.2,26.53,0.08003,79.95,0.04612,0.6198,1.998,0,0,0,100,18.48,0.2882,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
30.9,9/29/2025 5:33:44 PM,312.7,26.53,0.07999,80.06,0.04493,0.621,1.994,0,0,0,100,18.48,0.2876,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
31.5,9/29/2025 5:33:45 PM,313.3,26.53,0.0798,80.65,0.04741,0.6219,1.991,0,0,0,100,18.48,0.2887,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
32.0,9/29/2025 5:33:45 PM,313.8,26.53,0.0801,79.84,0.04582,0.6223,1.992,0,0,0,100,18.48,0.2878,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
32.5,9/29/2025 5:33:46 PM,314.2,26.53,0.08023,79.58,0.04523,0.6238,1.986,0,0,0,100,18.48,0.2881,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
32.9,9/29/2025 5:33:46 PM,314.7,26.53,0.08008,80.06,0.04791,0.6217,2.001,0,0,0,100,18.48,0.2864,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
33.4,9/29/2025 5:33:47 PM,315.1,26.53,0.08003,80.22,0.04523,0.6246,1.988,0,0,0,100,18.48,0.287,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
33.8,9/29/2025 5:33:47 PM,315.6,26.53,0.08,80.35,0.04632,0.6248,1.99,0,0,0,100,18.48,0.2882,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
34.3,9/29/2025 5:33:48 PM,316,26.55,0.08023,79.61,0.04493,0.6252,1.99,0,0,0,100,18.48,0.2894,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
34.7,9/29/2025 5:33:48 PM,316.5,26.55,0.07996,80.35,0.04642,0.624,1.999,0,0,0,100,18.48,0.2896,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
35.2,9/29/2025 5:33:49 PM,317,26.55,0.08023,79.52,0.0482,0.6264,1.989,0,0,0,100,18.48,0.2911,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
35.8,9/29/2025 5:33:49 PM,317.6,26.55,0.08007,79.93,0.04265,0.6252,1.998,0,0,0,100,18.48,0.2915,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
36.3,9/29/2025 5:33:50 PM,318,26.55,0.07995,80.31,0.04533,0.6268,1.993,0,0,0,100,18.48,0.2899,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
36.7,9/29/2025 5:33:50 PM,318.5,26.55,0.07987,80.59,0.0489,0.6272,1.993,0,0,0,100,18.48,0.2914,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
37.1,9/29/2025 5:33:50 PM,318.9,26.55,0.08019,79.6,0.0484,0.627,1.996,0,0,0,100,18.48,0.2903,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
37.6,9/29/2025 5:33:51 PM,319.4,26.55,0.08006,80.06,0.04771,0.6288,1.989,0,0,0,100,18.48,0.2887,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
38.1,9/29/2025 5:33:51 PM,319.8,26.55,0.08004,80.09,0.04652,0.6284,1.994,0,0,0,100,18.48,0.2893,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
38.6,9/29/2025 5:33:52 PM,320.3,26.55,0.08005,80.11,0.04592,0.6295,1.99,0,0,0,100,18.48,0.2902,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
39.0,9/29/2025 5:33:52 PM,320.8,26.55,0.08027,79.57,0.0486,0.6292,1.995,0,0,0,100,18.48,0.292,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
39.5,9/29/2025 5:33:53 PM,321.2,26.55,0.0801,80.06,0.04572,0.6298,1.995,0,0,0,100,18.48,0.298,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
39.9,9/29/2025 5:33:53 PM,321.7,26.55,0.07954,81.62,0.04195,0.6314,1.987,0,0,0,100,18.48,0.299,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
40.4,9/29/2025 5:33:54 PM,322.1,26.55,0.08008,79.92,0.04632,0.6298,2,0,0,0,100,18.48,0.2999,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
40.8,9/29/2025 5:33:54 PM,322.6,26.55,0.08022,79.53,0.04424,0.6309,1.996,0,0,0,100,18.48,0.2975,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
41.3,9/29/2025 5:33:55 PM,323,26.55,0.08011,79.87,0.04662,0.6312,1.997,0,0,0,100,18.48,0.2993,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
41.8,9/29/2025 5:33:55 PM,323.6,26.55,0.08005,80.14,0.04493,0.6315,1.999,0,0,0,100,18.48,0.2985,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
42.3,9/29/2025 5:33:56 PM,324.1,26.55,0.07958,81.62,0.04562,0.6331,1.993,0,0,0,100,18.48,0.2981,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
42.8,9/29/2025 5:33:56 PM,324.6,26.55,0.08009,80.09,0.049,0.6338,1.99,0,0,0,100,18.48,0.2964,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
43.2,9/29/2025 5:33:57 PM,325,26.55,0.0802,79.84,0.04652,0.634,1.991,0,0,0,100,18.48,0.2971,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
43.7,9/29/2025 5:33:57 PM,325.4,26.55,0.08065,78.55,0.04533,0.6346,1.99,0,0,0,100,18.48,0.2962,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
44.1,9/29/2025 5:33:57 PM,325.9,26.55,0.08012,80.16,0.04453,0.634,1.995,0,0,0,100,18.48,0.2954,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
44.6,9/29/2025 5:33:58 PM,326.3,26.55,0.08022,79.82,0.04513,0.6338,1.998,0,0,0,100,18.48,0.2968,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
45.0,9/29/2025 5:33:58 PM,326.8,26.55,0.0801,80.11,0.049,0.6353,1.992,0,0,0,100,18.48,0.2956,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
45.5,9/29/2025 5:33:59 PM,327.3,26.55,0.08016,79.92,0.04513,0.6355,1.993,0,0,0,100,18.48,0.2949,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
46.0,9/29/2025 5:33:59 PM,327.8,26.55,0.08016,79.96,0.04562,0.6345,2.002,0,0,0,100,18.48,0.2949,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
46.5,9/29/2025 5:34:00 PM,328.2,26.55,0.08017,79.96,0.049,0.6367,1.991,0,0,0,100,18.48,0.2951,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
46.9,9/29/2025 5:34:00 PM,328.7,26.55,0.08017,79.98,0.04632,0.6362,1.997,0,0,0,100,18.48,0.2961,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
47.2,9/29/2025 5:34:01 PM,329,26.55,0.0802,79.95,0.04493,0.6367,1.995,0,0,0,100,18.48,0.2934,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
47.7,9/29/2025 5:34:01 PM,329.4,26.55,0.08012,80.14,0.04513,0.6376,1.992,0,0,0,100,18.48,0.2937,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
48.3,9/29/2025 5:34:02 PM,330,26.55,0.08004,80.35,0.04682,0.6374,1.995,0,0,0,100,18.48,0.2941,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
48.7,9/29/2025 5:34:02 PM,330.5,26.55,0.08017,79.96,0.04533,0.6381,1.994,0,0,0,100,18.48,0.2931,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
49.2,9/29/2025 5:34:03 PM,331,26.55,0.08016,80,0.04572,0.6386,1.992,0,0,0,100,18.48,0.2929,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
49.8,9/29/2025 5:34:03 PM,331.5,26.55,0.08021,79.95,0.04334,0.6385,1.995,0,0,0,100,18.48,0.2931,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
50.2,9/29/2025 5:34:04 PM,332,26.55,0.08035,79.52,0.04562,0.6384,1.997,0,0,0,100,18.48,0.2919,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
50.7,9/29/2025 5:34:04 PM,332.4,26.55,0.08018,80.01,0.04473,0.6383,2,0,0,0,100,18.48,0.2915,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
51.1,9/29/2025 5:34:04 PM,332.9,26.55,0.08016,80.03,0.04622,0.6395,1.996,0,0,0,100,18.48,0.29,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
51.6,9/29/2025 5:34:05 PM,333.3,26.55,0.08,80.49,0.04562,0.6407,1.99,0,0,0,100,18.48,0.2933,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
52.0,9/29/2025 5:34:05 PM,333.8,26.55,0.08014,80,0.04562,0.6396,1.997,0,0,0,100,18.48,0.2918,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
52.5,9/29/2025 5:34:06 PM,334.3,26.55,0.08014,80,0.04543,0.6412,1.99,0,0,0,100,18.48,0.2936,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
53.0,9/29/2025 5:34:06 PM,334.7,26.55,0.08007,80.22,0.04404,0.6393,2.002,0,0,0,100,18.48,0.291,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
53.3,9/29/2025 5:34:07 PM,335.1,26.55,0.08011,80,0.04562,0.6414,1.991,0,0,0,100,18.48,0.2919,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
53.8,9/29/2025 5:34:07 PM,335.5,26.55,0.08021,79.87,0.04582,0.6416,1.991,0,0,0,100,18.48,0.2926,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
54.4,9/29/2025 5:34:08 PM,336.1,26.55,0.08007,80.33,0.0481,0.6411,1.994,0,0,0,100,18.48,0.2895,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
54.8,9/29/2025 5:34:08 PM,336.6,26.55,0.08051,79.06,0.04572,0.6403,2.003,0,0,0,100,18.48,0.2898,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
55.2,9/29/2025 5:34:09 PM,337,26.55,0.08016,80.11,0.04186,0.6422,1.994,0,0,0,100,18.48,0.2887,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
55.6,9/29/2025 5:34:09 PM,337.3,26.55,0.08022,79.88,0.05049,0.642,1.996,0,0,0,100,18.48,0.2881,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
56.0,9/29/2025 5:34:09 PM,337.8,26.55,0.08016,79.87,0.0491,0.6413,2.003,0,0,0,100,18.48,0.2878,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
56.5,9/29/2025 5:34:10 PM,338.3,26.55,0.08021,79.8,0.04582,0.6415,2.002,0,0,0,100,18.48,0.2878,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
57.1,9/29/2025 5:34:10 PM,338.9,26.55,0.07997,80.51,0.04543,0.6435,1.991,0,0,0,100,18.48,0.2887,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
57.6,9/29/2025 5:34:11 PM,339.3,26.55,0.08018,79.95,0.04543,0.6433,1.994,0,0,0,100,18.48,0.2876,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
58.0,9/29/2025 5:34:11 PM,339.8,26.55,0.08023,79.87,0.04493,0.6438,1.992,0,0,0,100,18.48,0.2876,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
58.5,9/29/2025 5:34:12 PM,340.2,26.55,0.08012,80.14,0.04463,0.6432,1.997,0,0,0,100,18.48,0.2881,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
58.9,9/29/2025 5:34:12 PM,340.7,26.55,0.08019,79.84,0.04513,0.644,1.992,0,0,0,100,18.48,0.2876,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
59.4,9/29/2025 5:34:13 PM,341.1,26.55,0.08016,79.98,0.04642,0.6442,1.992,0,0,0,100,18.48,0.2884,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
59.7,9/29/2025 5:34:13 PM,341.5,26.55,0.08035,79.37,0.0489,0.6436,1.996,0,0,0,100,18.48,0.2872,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
60.0,9/29/2025 5:34:13 PM,341.8,26.55,0.08011,79.96,0.04572,0.643,2.001,0,0,0,100,18.48,0.2891,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
60.5,9/29/2025 5:34:14 PM,342.3,26.55,0.08015,79.88,0.04513,0.6447,1.992,0,0,0,100,18.48,0.2895,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
61.0,9/29/2025 5:34:14 PM,342.8,26.55,0.08008,80.08,0.04493,0.645,1.99,0,0,0,100,18.48,0.2875,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
61.3,9/29/2025 5:34:15 PM,343.1,26.55,0.08008,80.14,0.04334,0.645,1.991,0,0,0,100,18.48,0.2875,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
61.7,9/29/2025 5:34:15 PM,343.4,26.55,0.08019,79.79,0.05525,0.6447,1.992,0,0,0,100,18.48,0.2887,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
62.1,9/29/2025 5:34:15 PM,343.9,26.55,0.08014,79.79,0.04493,0.6442,1.998,0,0,0,100,18.48,0.2881,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
62.5,9/29/2025 5:34:16 PM,344.2,26.55,0.08024,79.52,0.04493,0.6451,1.993,0,0,0,100,18.48,0.2864,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
62.8,9/29/2025 5:34:16 PM,344.6,26.55,0.07995,80.47,0.04612,0.6438,2.001,0,0,0,100,18.48,0.2867,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
63.2,9/29/2025 5:34:17 PM,345,26.55,0.08031,79.41,0.04592,0.6434,2.005,0,0,0,100,18.48,0.2871,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
63.7,9/29/2025 5:34:17 PM,345.4,26.55,0.08012,79.92,0.04582,0.644,2.002,0,0,0,100,18.48,0.2868,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
64.0,9/29/2025 5:34:17 PM,345.8,26.55,0.08009,80.03,0.04424,0.6466,1.987,0,0,0,100,18.48,0.2854,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
64.3,9/29/2025 5:34:18 PM,346.1,26.55,0.07998,80.31,0.04453,0.6442,2.001,0,0,0,100,18.48,0.2848,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
