Elapsed (s),Time,nGen-400 Uptime,nGen-400 Hours,Anode PWM_Duty_Cycle,Anode Voltage,Anode Current,Getter PWM_Duty_Cycle,Getter Current,Neutron Counts,Neutron Count_Rate,Neutron Count_Rate_Avg,Neutron Count_Rate_Stdev_Pct,RF Freq_Synth,Suppressor Current,Suppressor Voltage,Calculations Current_Ratio,Faults Anode_Voltage_Too_High,Faults Arc_dI_dt,Faults Arc_I,Faults Blinkout,Faults E_Beam_Power_Too_High,Faults Interlock,Faults Suppressor_Voltage_Too_Low,State_Machine State,State_Machine Source,State_Machine Destination,State_Machine Fault
18.8,18-Jul-25 13:30:39,2451,21.47,0.08001,79.45,0.04562,0.5854,1.992,0,0,0,100,18.48,0.3426,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
19.3,18-Jul-25 13:30:39,2452,21.47,0.07996,79.74,0.04533,0.586,1.991,0,0,0,100,18.48,0.3445,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
19.7,18-Jul-25 13:30:40,2452,21.47,0.07995,80.09,0.04503,0.5866,1.992,0,0,0,100,18.48,0.3446,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
20.3,18-Jul-25 13:30:40,2453,21.47,0.08013,79.69,0.04592,0.5887,1.985,0,0,0,100,18.48,0.3429,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
20.7,18-Jul-25 13:30:41,2453,21.47,0.08036,79.25,0.04592,0.5869,1.998,0,0,0,100,18.48,0.344,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
21.2,18-Jul-25 13:30:41,2454,21.47,0.08033,79.41,0.04592,0.5893,1.988,0,0,0,100,18.48,0.3419,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
21.7,18-Jul-25 13:30:42,2454,21.47,0.08028,79.77,0.04582,0.5891,1.992,0,0,0,100,18.48,0.3442,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
22.1,18-Jul-25 13:30:42,2455,21.47,0.08028,79.88,0.04572,0.5898,1.992,0,0,0,100,18.48,0.3431,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
22.6,18-Jul-25 13:30:43,2455,21.47,0.08025,79.98,0.0483,0.5905,1.991,0,0,0,100,18.48,0.3435,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
23.0,18-Jul-25 13:30:43,2456,21.47,0.08028,79.9,0.04582,0.5896,2,0,0,0,100,18.48,0.3406,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
23.5,18-Jul-25 13:30:43,2456,21.47,0.08035,79.74,0.04483,0.5928,1.985,0,0,0,100,18.48,0.34,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
24.0,18-Jul-25 13:30:44,2457,21.47,0.08058,79.04,0.04553,0.594,1.982,0,0,0,100,18.48,0.3464,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
24.5,18-Jul-25 13:30:44,2457,21.47,0.08022,80.17,0.04463,0.5919,1.997,0,0,0,100,18.48,0.3429,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
25.1,18-Jul-25 13:30:45,2458,21.47,0.07978,81.62,0.04493,0.5929,1.997,0,0,0,100,18.48,0.3423,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
25.6,18-Jul-25 13:30:46,2458,21.47,0.08057,79.29,0.04572,0.5933,1.998,0,0,0,100,18.48,0.344,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
26.0,18-Jul-25 13:30:46,2459,21.47,0.08037,80.01,0.04215,0.5958,1.988,0,0,0,100,18.48,0.3402,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
26.5,18-Jul-25 13:30:46,2459,21.47,0.08038,80,0.04562,0.5966,1.986,0,0,0,100,18.48,0.3394,403.9,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
27.0,18-Jul-25 13:30:47,2460,21.47,0.08036,80.08,0.04543,0.5948,2,0,0,0,100,18.48,0.339,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
27.5,18-Jul-25 13:30:47,2460,21.47,0.08037,80.08,0.04334,0.5961,1.997,0,0,0,100,18.48,0.3419,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
28.0,18-Jul-25 13:30:48,2461,21.47,0.08055,79.58,0.04503,0.5968,1.997,0,0,0,100,18.48,0.3413,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
28.6,18-Jul-25 13:30:49,2461,21.47,0.08055,79.69,0.04731,0.5972,1.999,0,0,0,100,18.48,0.3406,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
29.0,18-Jul-25 13:30:49,2462,21.47,0.08035,79.9,0.04612,0.5986,1.994,0,0,0,100,18.48,0.3439,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
29.5,18-Jul-25 13:30:49,2462,21.47,0.08031,80.08,0.04265,0.5997,1.99,0,0,0,100,18.48,0.3426,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
30.0,18-Jul-25 13:30:50,2463,21.47,0.08029,80.08,0.04533,0.6003,1.99,0,0,0,100,18.48,0.3447,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
30.5,18-Jul-25 13:30:50,2463,21.47,0.08043,79.71,0.04662,0.6005,1.993,0,0,0,100,18.48,0.3441,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
31.0,18-Jul-25 13:30:51,2464,21.47,0.0803,80.19,0.04493,0.6013,1.992,0,0,0,100,18.48,0.3441,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
31.5,18-Jul-25 13:30:51,2464,21.47,0.08033,80.09,0.04959,0.6016,1.993,0,0,0,100,18.48,0.3418,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
32.0,18-Jul-25 13:30:52,2465,21.47,0.0803,80.19,0.04374,0.6017,1.995,0,0,0,100,18.48,0.3423,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
32.5,18-Jul-25 13:30:52,2465,21.47,0.08029,80.28,0.049,0.6029,1.991,0,0,0,100,18.48,0.3403,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
32.9,18-Jul-25 13:30:53,2466,21.47,0.08038,80.06,0.04662,0.6034,1.991,0,0,0,100,18.48,0.3406,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
33.5,18-Jul-25 13:30:53,2466,21.47,0.08035,80.14,0.04513,0.6026,1.999,0,0,0,100,18.48,0.3406,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
33.9,18-Jul-25 13:30:54,2467,21.48,0.08045,79.87,0.04582,0.6033,2,0,0,0,100,18.48,0.342,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
34.4,18-Jul-25 13:30:54,2467,21.48,0.08045,79.9,0.04642,0.6041,1.998,0,0,0,100,18.48,0.346,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
34.9,18-Jul-25 13:30:55,2468,21.48,0.08045,79.88,0.04285,0.6061,1.989,0,0,0,100,18.48,0.3467,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
35.5,18-Jul-25 13:30:55,2468,21.48,0.08047,79.85,0.04731,0.6061,1.992,0,0,0,100,18.48,0.3422,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
35.9,18-Jul-25 13:30:56,2469,21.48,0.08064,79.39,0.04612,0.608,1.984,0,0,0,100,18.48,0.3438,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
36.4,18-Jul-25 13:30:56,2469,21.48,0.08062,79.57,0.04146,0.6057,1.999,0,0,0,100,18.48,0.3442,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
36.9,18-Jul-25 13:30:57,2470,21.48,0.08044,80.12,0.04602,0.608,1.99,0,0,0,100,18.48,0.3434,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
37.4,18-Jul-25 13:30:57,2470,21.48,0.08052,79.96,0.04245,0.6084,1.989,0,0,0,100,18.48,0.3416,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
37.9,18-Jul-25 13:30:58,2471,21.48,0.08005,81.62,0.04463,0.6075,1.997,0,0,0,100,18.48,0.3435,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
38.4,18-Jul-25 13:30:58,2471,21.48,0.08064,79.6,0.04265,0.6081,1.996,0,0,0,100,18.48,0.3431,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
38.8,18-Jul-25 13:30:59,2471,21.48,0.08061,79.66,0.04314,0.6087,1.995,0,0,0,100,18.48,0.3427,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
39.2,18-Jul-25 13:30:59,2472,21.48,0.08049,80.03,0.04473,0.6103,1.989,0,0,0,100,18.48,0.3428,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
39.7,18-Jul-25 13:31:00,2472,21.48,0.08049,80.01,0.04562,0.6095,1.996,0,0,0,100,18.48,0.3439,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
40.1,18-Jul-25 13:31:00,2473,21.48,0.0805,79.93,0.04523,0.6101,1.996,0,0,0,100,18.48,0.3432,403.9,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
40.6,18-Jul-25 13:31:01,2473,21.48,0.08061,79.58,0.04553,0.6115,1.99,0,0,0,100,18.48,0.3427,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
41.1,18-Jul-25 13:31:01,2474,21.48,0.08048,80.08,0.0489,0.611,1.995,0,0,0,100,18.48,0.341,403.8,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
41.6,18-Jul-25 13:31:02,2474,21.48,0.08069,79.37,0.04523,0.6109,1.998,0,0,0,100,18.48,0.3428,403.9,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
42.1,18-Jul-25 13:31:02,2475,21.48,0.08048,79.92,0.04622,0.6122,1.995,0,0,0,100,18.48,0.3419,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
42.6,18-Jul-25 13:31:03,2475,21.48,0.08043,80.04,0.04116,0.6138,1.988,0,0,0,100,18.48,0.3424,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
43.2,18-Jul-25 13:31:03,2476,21.48,0.08051,79.82,0.04612,0.6138,1.99,0,0,0,100,18.48,0.3422,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
43.7,18-Jul-25 13:31:04,2476,21.48,0.08047,79.92,0.0489,0.6138,1.992,0,0,0,100,18.48,0.341,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
44.2,18-Jul-25 13:31:04,2477,21.48,0.08099,78.26,0.04959,0.6132,1.998,0,0,0,100,18.48,0.3419,404.1,-1,0,0,0,-2,0,0,0,3.789,3,4,[ OK ]
45.4,18-Jul-25 13:31:05,2477,21.48,0.08103,78.43,0.1303,0.5593,1.74,0,0,0,100,18.48,0.3514,403.9,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
47.2,18-Jul-25 13:31:07,2480,21.48,0.08366,77.4,0.1233,0.5217,1.538,0,0,0,100,18.48,0.3503,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
48.0,18-Jul-25 13:31:08,2481,21.48,0.08406,78.04,0.1218,0.5152,1.522,0,0,0,100,18.48,0.3505,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
48.5,18-Jul-25 13:31:08,2481,21.48,0.08433,78.24,0.122,0.5153,1.497,0,0,0,100,18.48,0.3499,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
48.9,18-Jul-25 13:31:09,2482,21.48,0.08431,78.99,0.1254,0.5129,1.495,0,0,0,100,18.48,0.3514,404.1,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
49.3,18-Jul-25 13:31:09,2482,21.48,0.08437,79.39,0.1227,0.5105,1.495,0,0,0,100,18.48,0.3503,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
49.7,18-Jul-25 13:31:10,2482,21.48,0.0848,78.61,0.126,0.5124,1.474,0,0,0,100,18.48,0.3518,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
50.1,18-Jul-25 13:31:10,2483,21.48,0.08462,79.57,0.1277,0.5107,1.476,0,0,0,100,18.48,0.3483,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
50.5,18-Jul-25 13:31:10,2483,21.48,0.08507,78.53,0.128,0.5089,1.478,0,0,0,100,18.48,0.3502,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
51.0,18-Jul-25 13:31:11,2484,21.48,0.08497,79.18,0.1262,0.5086,1.473,0,0,0,100,18.48,0.3507,403.9,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
51.4,18-Jul-25 13:31:11,2484,21.48,0.08505,79.31,0.1251,0.5078,1.473,0,0,0,100,18.48,0.3518,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
51.8,18-Jul-25 13:31:12,2484,21.48,0.08528,78.86,0.1262,0.508,1.467,0,0,0,100,18.48,0.3506,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
52.2,18-Jul-25 13:31:12,2485,21.48,0.08543,78.77,0.1268,0.5062,1.474,0,0,0,100,18.48,0.3511,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
52.6,18-Jul-25 13:31:13,2485,21.48,0.08535,79.31,0.1256,0.5071,1.466,0,0,0,100,18.48,0.3509,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
53.0,18-Jul-25 13:31:13,2486,21.48,0.08531,79.65,0.1232,0.5069,1.465,0,0,0,100,18.48,0.3524,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
53.4,18-Jul-25 13:31:13,2486,21.48,0.08544,79.33,0.1247,0.5073,1.461,0,0,0,100,18.48,0.3526,403.9,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
53.8,18-Jul-25 13:31:14,2486,21.48,0.08538,79.57,0.1229,0.5049,1.472,0,0,0,100,18.48,0.3535,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
54.2,18-Jul-25 13:31:14,2487,21.48,0.0852,80.35,0.1263,0.5056,1.467,0,0,0,100,18.48,0.3539,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
54.7,18-Jul-25 13:31:15,2487,21.48,0.08544,79.76,0.126,0.5067,1.459,0,0,0,100,18.48,0.3535,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
55.1,18-Jul-25 13:31:15,2488,21.48,0.08548,79.74,0.1264,0.5063,1.461,0,0,0,100,18.48,0.3524,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
55.5,18-Jul-25 13:31:15,2488,21.48,0.08565,79.31,0.1258,0.5059,1.463,0,0,0,100,18.48,0.3549,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
55.9,18-Jul-25 13:31:16,2489,21.48,0.08552,79.77,0.128,0.5069,1.456,0,0,0,100,18.48,0.3535,404.1,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
56.3,18-Jul-25 13:31:16,2489,21.48,0.08547,80.06,0.1251,0.5052,1.465,0,0,0,100,18.48,0.3526,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
56.7,18-Jul-25 13:31:17,2489,21.48,0.08547,80.12,0.1244,0.5048,1.468,0,0,0,100,18.48,0.353,403.7,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
57.1,18-Jul-25 13:31:17,2490,21.48,0.08567,79.53,0.1249,0.5057,1.462,0,0,0,100,18.48,0.3529,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
57.5,18-Jul-25 13:31:17,2490,21.48,0.08551,80.04,0.1258,0.5063,1.458,0,0,0,100,18.48,0.3537,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
57.9,18-Jul-25 13:31:18,2491,21.48,0.08565,79.65,0.1204,0.5042,1.47,0,0,0,100,18.48,0.3531,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
58.3,18-Jul-25 13:31:18,2491,21.48,0.08553,79.92,0.1283,0.5051,1.464,0,0,0,100,18.48,0.3497,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
58.7,18-Jul-25 13:31:19,2491,21.48,0.08554,79.88,0.1221,0.5054,1.461,0,0,0,100,18.48,0.3519,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
59.2,18-Jul-25 13:31:19,2492,21.48,0.08563,79.9,0.1242,0.5054,1.461,0,0,0,100,18.48,0.3519,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
59.7,18-Jul-25 13:31:20,2492,21.48,0.08561,79.96,0.1267,0.5062,1.456,0,0,0,100,18.48,0.3512,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
60.0,18-Jul-25 13:31:20,2493,21.48,0.0878,80.39,0.1256,0.5054,1.459,0,0,0,100,18.48,0.3503,403.9,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
60.3,18-Jul-25 13:31:20,2493,21.48,0.08775,81.62,0.1236,0.5054,1.459,0,0,0,100,18.48,0.35,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
60.7,18-Jul-25 13:31:21,2493,21.48,0.09011,81.62,0.1262,0.5044,1.465,0,0,0,100,18.48,0.35,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
61.0,18-Jul-25 13:31:21,2494,21.48,0.09083,82.29,0.118,0.5042,1.466,0,0,0,100,18.48,0.3493,403.9,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
61.3,18-Jul-25 13:31:21,2494,21.48,0.09139,82.8,0.1252,0.5051,1.461,0,0,0,100,18.48,0.3495,403.8,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
61.7,18-Jul-25 13:31:22,2494,21.48,0.09363,83.68,0.1283,0.5047,1.464,0,0,0,100,18.48,0.3489,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
62.1,18-Jul-25 13:31:22,2495,21.48,0.09495,84.65,0.1296,0.5054,1.459,0,0,0,100,18.48,0.3497,403.9,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
62.5,18-Jul-25 13:31:22,2495,21.48,0.09555,85.72,0.1292,0.5063,1.454,0,0,0,100,18.48,0.3491,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
62.8,18-Jul-25 13:31:23,2495,21.48,0.09846,86.72,0.1273,0.505,1.461,0,0,0,100,18.48,0.3478,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
63.1,18-Jul-25 13:31:23,2496,21.48,0.0991,88.24,0.1379,0.5044,1.465,0,0,0,100,18.48,0.3503,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
63.6,18-Jul-25 13:31:24,2496,21.48,0.1,89.78,0.1288,0.5057,1.457,0,0,0,100,18.48,0.3495,403.9,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
63.8,18-Jul-25 13:31:24,2497,21.48,0.103,91.19,0.1379,0.5048,1.463,0,0,0,100,18.48,0.3489,404,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
64.1,18-Jul-25 13:31:24,2497,21.48,0.1041,91.31,0.1295,0.5059,1.456,0,0,0,100,18.48,0.3485,403.9,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
64.5,18-Jul-25 13:31:24,2497,21.48,0.1049,92.83,0.1379,0.5052,1.46,0,0,0,100,18.48,0.3488,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
64.8,18-Jul-25 13:31:25,2497,21.48,0.1081,93.99,0.1379,0.5042,1.464,0,0,0,100,18.48,0.3494,404.1,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
65.2,18-Jul-25 13:31:25,2498,21.48,0.1094,95.79,0.1305,0.5068,1.45,0,0,0,100,18.48,0.3487,403.9,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
65.6,18-Jul-25 13:31:26,2498,21.48,0.1099,97.95,0.1379,0.5052,1.459,0,0,0,100,18.48,0.3478,404.1,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
65.9,18-Jul-25 13:31:26,2499,21.48,0.1134,98.39,0.1379,0.5051,1.458,0,0,0,100,18.48,0.3473,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
66.2,18-Jul-25 13:31:26,2499,21.48,0.1147,99.37,0.1379,0.5058,1.455,0,0,0,100,18.48,0.3462,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
66.7,18-Jul-25 13:31:27,2499,21.48,0.1175,101.5,0.1379,0.5041,1.465,0,0,0,100,18.48,0.3466,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
67.1,18-Jul-25 13:31:27,2500,21.48,0.1195,103.4,0.1398,0.5057,1.455,0,0,0,100,18.48,0.3458,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
67.4,18-Jul-25 13:31:27,2500,21.48,0.1207,104.7,0.1379,0.5058,1.453,0,0,0,100,18.48,0.3462,404.3,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
67.8,18-Jul-25 13:31:28,2500,21.48,0.1233,106.1,0.138,0.5052,1.457,0,0,0,100,18.48,0.3474,404.2,-1,0,0,0,0,0,0,0,4,4,-1,[ OK ]
