Elapsed (s),Time,nGen-400 Uptime,nGen-400 Hours,Anode PWM_Duty_Cycle,Anode Voltage,Anode Current,Getter PWM_Duty_Cycle,Getter Current,Neutron Counts,Neutron Count_Rate,Neutron Count_Rate_Avg,Neutron Count_Rate_Stdev_Pct,RF Freq_Synth,Suppressor Current,Suppressor Voltage,Calculations Current_Ratio,Faults Anode_Voltage_Too_High,Faults Arc_dI_dt,Faults Arc_I,Faults Blinkout,Faults E_Beam_Power_Too_High,Faults Interlock,Faults Suppressor_Voltage_Too_Low,State_Machine State,State_Machine Source,State_Machine Destination,State_Machine Fault
46.4,9/29/2025 6:04:46 PM,356.1,26.68,0.07806,78.96,0.04622,0.5992,1.995,0,0,0,100,18.48,0.2792,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
46.9,9/29/2025 6:04:46 PM,356.7,26.68,0.07822,79.01,0.0485,0.6014,1.989,0,0,0,100,18.48,0.2785,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
47.4,9/29/2025 6:04:47 PM,357.2,26.68,0.0783,79.12,0.04691,0.6024,1.988,0,0,0,100,18.48,0.2774,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
47.9,9/29/2025 6:04:47 PM,357.7,26.68,0.07846,79.12,0.04265,0.6027,1.991,0,0,0,100,18.48,0.2784,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
48.8,9/29/2025 6:04:48 PM,358.6,26.68,0.07815,80.59,0.04592,0.6039,1.992,0,0,0,100,18.48,0.2797,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
49.5,9/29/2025 6:04:49 PM,359.3,26.68,0.07853,79.71,0.04781,0.6062,1.986,0,0,0,100,18.48,0.2798,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
50.1,9/29/2025 6:04:49 PM,359.9,26.68,0.07846,80.2,0.04612,0.6068,1.987,0,0,0,100,18.48,0.2797,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
50.6,9/29/2025 6:04:50 PM,360.3,26.68,0.07872,79.55,0.04562,0.6063,1.993,0,0,0,100,18.48,0.2784,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
51.0,9/29/2025 6:04:50 PM,360.8,26.68,0.07878,79.65,0.04562,0.6059,1.999,0,0,0,100,18.48,0.2794,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
51.5,9/29/2025 6:04:51 PM,361.3,26.68,0.07872,79.82,0.04582,0.6077,1.993,0,0,0,100,18.48,0.2774,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
51.9,9/29/2025 6:04:51 PM,361.7,26.68,0.0788,79.57,0.04195,0.6085,1.992,0,0,0,100,18.48,0.2771,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
52.4,9/29/2025 6:04:52 PM,362.2,26.68,0.07875,79.8,0.04176,0.6099,1.987,0,0,0,100,18.48,0.2764,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
52.9,9/29/2025 6:04:52 PM,362.7,26.68,0.07882,79.79,0.04562,0.6095,1.992,0,0,0,100,18.48,0.2776,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
53.4,9/29/2025 6:04:53 PM,363.1,26.68,0.07881,79.9,0.04959,0.6097,1.995,0,0,0,100,18.48,0.2766,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
53.8,9/29/2025 6:04:53 PM,363.6,26.68,0.07875,80.14,0.04186,0.6115,1.988,0,0,0,100,18.48,0.2799,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
54.4,9/29/2025 6:04:54 PM,364.1,26.68,0.07885,79.85,0.04672,0.6105,1.998,0,0,0,100,18.48,0.2815,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
54.8,9/29/2025 6:04:54 PM,364.6,26.68,0.07887,79.8,0.04533,0.612,1.994,0,0,0,100,18.48,0.2807,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
55.3,9/29/2025 6:04:55 PM,365.1,26.68,0.07883,79.93,0.04572,0.6127,1.993,0,0,0,100,18.48,0.279,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
55.8,9/29/2025 6:04:55 PM,365.6,26.68,0.07879,80.09,0.04572,0.6138,1.991,0,0,0,100,18.48,0.2788,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
56.2,9/29/2025 6:04:55 PM,366,26.68,0.07895,79.71,0.04592,0.6142,1.991,0,0,0,100,18.48,0.2796,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
56.7,9/29/2025 6:04:56 PM,366.4,26.68,0.07868,80.54,0.049,0.6146,1.991,0,0,0,100,18.48,0.2804,404,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
57.1,9/29/2025 6:04:56 PM,366.9,26.68,0.07883,80.03,0.04533,0.6137,2.001,0,0,0,100,18.48,0.2788,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
57.6,9/29/2025 6:04:57 PM,367.3,26.68,0.07869,80.47,0.04612,0.6143,2,0,0,0,100,18.48,0.2796,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
58.0,9/29/2025 6:04:57 PM,367.8,26.68,0.07888,79.96,0.04513,0.6164,1.991,0,0,0,100,18.48,0.2777,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
58.5,9/29/2025 6:04:58 PM,368.3,26.68,0.07904,79.5,0.04503,0.6176,1.987,0,0,0,100,18.48,0.2782,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
59.1,9/29/2025 6:04:58 PM,368.9,26.68,0.07905,79.5,0.04493,0.6161,1.999,0,0,0,100,18.48,0.2778,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
59.6,9/29/2025 6:04:59 PM,369.3,26.68,0.07877,80.33,0.04513,0.6179,1.992,0,0,0,100,18.48,0.2772,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
59.9,9/29/2025 6:04:59 PM,369.7,26.68,0.07912,79.26,0.04543,0.6182,1.993,0,0,0,100,18.48,0.279,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
60.4,9/29/2025 6:05:00 PM,370.1,26.68,0.07884,80.14,0.04622,0.6191,1.991,0,0,0,100,18.48,0.2778,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
60.8,9/29/2025 6:05:00 PM,370.6,26.68,0.07888,80.08,0.04453,0.6202,1.987,0,0,0,100,18.48,0.2781,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
61.1,9/29/2025 6:05:00 PM,370.9,26.68,0.07876,80.39,0.04562,0.6195,1.994,0,0,0,100,18.48,0.2766,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
61.6,9/29/2025 6:05:01 PM,371.4,26.68,0.07887,80.09,0.04612,0.62,1.994,0,0,0,100,18.48,0.2784,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
62.0,9/29/2025 6:05:01 PM,371.9,26.68,0.07897,79.82,0.0486,0.6195,2,0,0,0,100,18.48,0.2793,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
62.4,9/29/2025 6:05:02 PM,372.2,26.68,0.07898,79.84,0.04215,0.6202,1.997,0,0,0,100,18.48,0.2788,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
62.7,9/29/2025 6:05:02 PM,372.5,26.68,0.07906,79.57,0.04195,0.6206,1.998,0,0,0,100,18.48,0.2781,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
63.2,9/29/2025 6:05:02 PM,373,26.68,0.07878,80.41,0.04543,0.6223,1.991,0,0,0,100,18.48,0.2778,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
63.7,9/29/2025 6:05:03 PM,373.4,26.68,0.07893,79.92,0.04632,0.6231,1.989,0,0,0,100,18.48,0.2771,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
64.0,9/29/2025 6:05:03 PM,373.8,26.68,0.07903,79.53,0.04622,0.6218,1.999,0,0,0,100,18.48,0.2763,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
64.5,9/29/2025 6:05:04 PM,374.2,26.7,0.07868,80.6,0.04434,0.622,2,0,0,0,100,18.48,0.2761,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
64.9,9/29/2025 6:05:04 PM,374.7,26.7,0.07905,79.53,0.04493,0.6241,1.992,0,0,0,100,18.48,0.2763,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
65.2,9/29/2025 6:05:04 PM,375,26.7,0.07886,80.08,0.04562,0.6244,1.992,0,0,0,100,18.48,0.2751,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
65.6,9/29/2025 6:05:05 PM,375.3,26.7,0.07893,79.88,0.04612,0.623,2.002,0,0,0,100,18.48,0.2754,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
65.9,9/29/2025 6:05:05 PM,375.7,26.7,0.07895,79.84,0.04344,0.625,1.993,0,0,0,100,18.48,0.2743,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
66.4,9/29/2025 6:05:06 PM,376.2,26.7,0.0791,79.49,0.04483,0.6256,1.992,0,0,0,100,18.48,0.2757,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
66.7,9/29/2025 6:05:06 PM,376.5,26.7,0.07891,80.04,0.04612,0.6265,1.989,0,0,0,100,18.48,0.2747,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
67.0,9/29/2025 6:05:06 PM,376.9,26.7,0.07859,81.1,0.04513,0.6253,1.997,0,0,0,100,18.48,0.2749,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
67.5,9/29/2025 6:05:07 PM,377.3,26.7,0.07882,80.33,0.04473,0.6257,1.997,0,0,0,100,18.48,0.2745,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
68.0,9/29/2025 6:05:07 PM,377.8,26.7,0.07904,79.82,0.04543,0.6262,1.997,0,0,0,100,18.48,0.2768,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
68.3,9/29/2025 6:05:08 PM,378.1,26.7,0.07899,80,0.04483,0.6271,1.994,0,0,0,100,18.48,0.2759,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
68.8,9/29/2025 6:05:08 PM,378.5,26.7,0.0791,79.58,0.04513,0.6263,2.001,0,0,0,100,18.48,0.2775,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
69.2,9/29/2025 6:05:08 PM,379,26.7,0.07887,80.28,0.04553,0.629,1.989,0,0,0,100,18.48,0.2786,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
69.6,9/29/2025 6:05:09 PM,379.3,26.7,0.07898,79.92,0.04503,0.6275,2,0,0,0,100,18.48,0.2783,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
69.9,9/29/2025 6:05:09 PM,379.7,26.7,0.07868,80.86,0.04592,0.6297,1.99,0,0,0,100,18.48,0.2774,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
70.4,9/29/2025 6:05:10 PM,380.1,26.7,0.07892,80.12,0.04602,0.6293,1.994,0,0,0,100,18.48,0.2784,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
70.7,9/29/2025 6:05:10 PM,380.5,26.7,0.07895,80,0.04553,0.6293,1.995,0,0,0,100,18.48,0.2777,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
71.1,9/29/2025 6:05:10 PM,380.9,26.7,0.07874,80.67,0.04473,0.6302,1.992,0,0,0,100,18.48,0.2764,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
71.6,9/29/2025 6:05:11 PM,381.4,26.7,0.07912,79.5,0.04582,0.629,2.001,0,0,0,100,18.48,0.2773,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
71.9,9/29/2025 6:05:11 PM,381.8,26.7,0.07887,80.35,0.0481,0.6312,1.991,0,0,0,100,18.48,0.2767,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
72.4,9/29/2025 6:05:12 PM,382.2,26.7,0.07907,79.84,0.0481,0.63,2,0,0,0,100,18.48,0.277,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
72.9,9/29/2025 6:05:12 PM,382.7,26.7,0.07896,80.25,0.04513,0.6323,1.989,0,0,0,100,18.48,0.2779,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
73.3,9/29/2025 6:05:13 PM,383.1,26.7,0.07908,79.84,0.04572,0.6314,1.996,0,0,0,100,18.48,0.2785,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
73.7,9/29/2025 6:05:13 PM,383.4,26.7,0.07867,81.16,0.04682,0.6332,1.987,0,0,0,100,18.48,0.2789,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
74.1,9/29/2025 6:05:13 PM,383.9,26.7,0.07914,79.71,0.04582,0.6314,1.999,0,0,0,100,18.48,0.2794,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
74.5,9/29/2025 6:05:14 PM,384.2,26.7,0.07893,80.33,0.04632,0.6336,1.988,0,0,0,100,18.48,0.2778,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
74.9,9/29/2025 6:05:14 PM,384.7,26.7,0.07898,80.06,0.04602,0.6328,1.996,0,0,0,100,18.48,0.2772,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
75.5,9/29/2025 6:05:15 PM,385.3,26.7,0.07896,80.14,0.04265,0.6339,1.992,0,0,0,100,18.48,0.2757,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
76.0,9/29/2025 6:05:15 PM,385.8,26.7,0.07907,79.85,0.04731,0.6342,1.992,0,0,0,100,18.48,0.2752,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
76.5,9/29/2025 6:05:16 PM,386.2,26.7,0.07904,80.04,0.04592,0.6332,2,0,0,0,100,18.48,0.2748,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
77.0,9/29/2025 6:05:16 PM,386.8,26.7,0.07921,79.39,0.04562,0.6345,1.995,0,0,0,100,18.48,0.2763,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
77.5,9/29/2025 6:05:17 PM,387.2,26.7,0.07938,78.78,0.04235,0.6357,1.99,0,0,0,100,18.48,0.2735,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
77.9,9/29/2025 6:05:17 PM,387.7,26.7,0.07887,80.3,0.04384,0.6355,1.994,0,0,0,100,18.48,0.2742,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
78.4,9/29/2025 6:05:18 PM,388.2,26.7,0.0791,79.65,0.04572,0.6348,1.999,0,0,0,100,18.48,0.2758,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
79.0,9/29/2025 6:05:18 PM,388.7,26.7,0.07903,79.98,0.04652,0.6351,2,0,0,0,100,18.48,0.2751,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
79.4,9/29/2025 6:05:19 PM,389.2,26.7,0.07905,79.92,0.04572,0.6356,2,0,0,0,100,18.48,0.2754,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
79.9,9/29/2025 6:05:19 PM,389.6,26.7,0.07887,80.46,0.04612,0.6363,1.998,0,0,0,100,18.48,0.2761,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
80.5,9/29/2025 6:05:20 PM,390.2,26.7,0.079,80.04,0.04602,0.637,1.996,0,0,0,100,18.48,0.2761,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
80.9,9/29/2025 6:05:20 PM,390.7,26.7,0.07922,79.44,0.04225,0.6367,1.999,0,0,0,100,18.48,0.2742,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
81.4,9/29/2025 6:05:21 PM,391.2,26.7,0.07897,80.12,0.04781,0.6375,1.996,0,0,0,100,18.48,0.2743,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
81.8,9/29/2025 6:05:21 PM,391.6,26.7,0.07901,80,0.04344,0.6391,1.989,0,0,0,100,18.48,0.2743,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
82.4,9/29/2025 6:05:22 PM,392.2,26.7,0.079,80.06,0.04553,0.6384,1.994,0,0,0,100,18.48,0.2754,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
82.9,9/29/2025 6:05:22 PM,392.6,26.7,0.07896,80.11,0.04582,0.6387,1.995,0,0,0,100,18.48,0.2748,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
83.3,9/29/2025 6:05:23 PM,393.1,26.7,0.07906,79.8,0.04414,0.6383,1.999,0,0,0,100,18.48,0.275,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
83.9,9/29/2025 6:05:23 PM,393.7,26.7,0.07892,80.09,0.04652,0.6395,1.994,0,0,0,100,18.48,0.2765,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
84.4,9/29/2025 6:05:24 PM,394.2,26.7,0.07903,79.93,0.04979,0.6387,2.001,0,0,0,100,18.48,0.2758,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
84.9,9/29/2025 6:05:24 PM,394.6,26.7,0.07901,79.96,0.04483,0.6406,1.992,0,0,0,100,18.48,0.2764,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
85.3,9/29/2025 6:05:25 PM,395.1,26.7,0.07884,80.54,0.04265,0.6388,2.003,0,0,0,100,18.48,0.277,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
85.9,9/29/2025 6:05:25 PM,395.6,26.7,0.079,80.03,0.04572,0.6398,1.998,0,0,0,100,18.48,0.2801,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
86.3,9/29/2025 6:05:26 PM,396.1,26.7,0.07928,79.25,0.04612,0.6413,1.99,0,0,0,100,18.48,0.2829,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
86.8,9/29/2025 6:05:26 PM,396.6,26.7,0.07895,80.22,0.04572,0.6406,1.995,0,0,0,100,18.48,0.2826,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
87.2,9/29/2025 6:05:26 PM,397.1,26.7,0.07899,80.06,0.04652,0.6411,1.992,0,0,0,100,18.48,0.2825,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
87.7,9/29/2025 6:05:27 PM,397.5,26.7,0.07903,79.93,0.04473,0.6416,1.99,0,0,0,100,18.48,0.2828,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
88.3,9/29/2025 6:05:28 PM,398.1,26.7,0.07908,79.8,0.04374,0.6395,2.005,0,0,0,100,18.48,0.2863,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
88.8,9/29/2025 6:05:28 PM,398.5,26.7,0.07913,79.68,0.04334,0.6408,1.998,0,0,0,100,18.48,0.285,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
89.2,9/29/2025 6:05:28 PM,399,26.7,0.07915,79.66,0.04582,0.6403,2.004,0,0,0,100,18.48,0.2855,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
89.7,9/29/2025 6:05:29 PM,399.4,26.7,0.07904,80.03,0.04553,0.6414,2,0,0,0,100,18.48,0.285,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
90.1,9/29/2025 6:05:29 PM,399.9,26.7,0.07908,79.84,0.04473,0.6415,2,0,0,0,100,18.48,0.2832,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
90.4,9/29/2025 6:05:30 PM,400.2,26.7,0.0795,78.56,0.4149,0.6414,2.001,0,0,0,100,18.48,0.3732,404.2,0.1006,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
91.0,9/29/2025 6:05:30 PM,400.8,26.7,0.07989,78.43,0.0487,0.6412,2.004,0,0,0,100,18.48,0.2845,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
91.5,9/29/2025 6:05:31 PM,401.3,26.7,0.07967,79.49,0.04652,0.6431,1.994,0,0,0,100,18.48,0.2836,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
91.9,9/29/2025 6:05:31 PM,401.6,26.7,0.07957,79.96,0.04582,0.6437,1.991,0,0,0,100,18.48,0.2857,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
92.3,9/29/2025 6:05:32 PM,402.1,26.7,0.07973,79.44,0.04652,0.6433,1.994,0,0,0,100,18.48,0.2831,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
92.7,9/29/2025 6:05:32 PM,402.4,26.7,0.07972,79.47,0.04434,0.6429,1.996,0,0,0,100,18.48,0.2833,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
93.0,9/29/2025 6:05:32 PM,402.8,26.7,0.07945,80.24,0.04275,0.6417,2.004,0,0,0,100,18.48,0.2832,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
