Elapsed (s),Time,nGen-400 Uptime,nGen-400 Hours,Anode PWM_Duty_Cycle,Anode Voltage,Anode Current,Getter PWM_Duty_Cycle,Getter Current,Neutron Counts,Neutron Count_Rate,Neutron Count_Rate_Avg,Neutron Count_Rate_Stdev_Pct,RF Freq_Synth,Suppressor Current,Suppressor Voltage,Calculations Current_Ratio,Faults Anode_Voltage_Too_High,Faults Arc_dI_dt,Faults Arc_I,Faults Blinkout,Faults E_Beam_Power_Too_High,Faults Interlock,Faults Suppressor_Voltage_Too_Low,State_Machine State,State_Machine Source,State_Machine Destination,State_Machine Fault
11.4,9/29/2025 5:44:20 PM,315.4,26.62,0.07705,76.04,0.04503,0.5933,1.977,0,0,0,100,18.48,0.2847,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
11.7,9/29/2025 5:44:20 PM,315.8,26.62,0.07739,76.27,0.04533,0.5947,1.976,0,0,0,100,18.48,0.2857,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
12.1,9/29/2025 5:44:21 PM,316.1,26.62,0.07763,76.63,0.04374,0.5958,1.977,0,0,0,100,18.48,0.2855,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
12.4,9/29/2025 5:44:21 PM,316.5,26.62,0.07774,77.43,0.04483,0.5953,1.986,0,0,0,100,18.48,0.2861,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
12.8,9/29/2025 5:44:21 PM,316.8,26.62,0.07844,76.28,0.04245,0.5974,1.98,0,0,0,100,18.48,0.2855,404.6,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
13.1,9/29/2025 5:44:22 PM,317.1,26.62,0.07828,77.57,0.04513,0.5966,1.989,0,0,0,100,18.48,0.2849,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
13.5,9/29/2025 5:44:22 PM,317.5,26.62,0.07838,78.07,0.04572,0.5975,1.99,0,0,0,100,18.48,0.286,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
13.8,9/29/2025 5:44:22 PM,317.8,26.62,0.07861,78.05,0.04533,0.5988,1.987,0,0,0,100,18.48,0.2856,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
14.2,9/29/2025 5:44:23 PM,318.1,26.62,0.07879,78.05,0.04642,0.5999,1.985,0,0,0,100,18.48,0.2861,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
14.5,9/29/2025 5:44:23 PM,318.5,26.62,0.079,78.02,0.04285,0.6012,1.982,0,0,0,100,18.48,0.2843,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
14.8,9/29/2025 5:44:23 PM,318.8,26.62,0.07923,77.8,0.04503,0.6008,1.988,0,0,0,100,18.48,0.2842,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
15.2,9/29/2025 5:44:24 PM,319.1,26.62,0.07906,78.74,0.04523,0.5999,1.997,0,0,0,100,18.48,0.2834,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
15.5,9/29/2025 5:44:24 PM,319.5,26.62,0.07891,79.58,0.04592,0.6007,1.997,0,0,0,100,18.48,0.2834,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
15.8,9/29/2025 5:44:24 PM,319.8,26.62,0.07919,79.07,0.04533,0.6017,1.994,0,0,0,100,18.48,0.2836,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
16.2,9/29/2025 5:44:25 PM,320.1,26.62,0.07907,79.74,0.04572,0.6031,1.989,0,0,0,100,18.48,0.2835,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
16.5,9/29/2025 5:44:25 PM,320.5,26.62,0.07932,79.28,0.04305,0.6031,1.992,0,0,0,100,18.48,0.2833,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
16.8,9/29/2025 5:44:25 PM,320.8,26.62,0.07936,79.36,0.04424,0.605,1.984,0,0,0,100,18.48,0.2838,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
17.2,9/29/2025 5:44:26 PM,321.1,26.62,0.0796,78.82,0.04602,0.6043,1.991,0,0,0,100,18.48,0.2842,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
17.5,9/29/2025 5:44:26 PM,321.5,26.62,0.07931,79.96,0.04572,0.6052,1.989,0,0,0,100,18.48,0.2823,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
17.8,9/29/2025 5:44:26 PM,321.8,26.62,0.07953,79.47,0.04434,0.6057,1.989,0,0,0,100,18.48,0.2844,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
18.2,9/29/2025 5:44:27 PM,322.2,26.62,0.0795,79.66,0.04592,0.6059,1.99,0,0,0,100,18.48,0.2837,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
18.5,9/29/2025 5:44:27 PM,322.5,26.62,0.07961,79.52,0.0487,0.6066,1.99,0,0,0,100,18.48,0.285,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
18.8,9/29/2025 5:44:27 PM,322.9,26.62,0.07967,79.57,0.04285,0.608,1.984,0,0,0,100,18.48,0.2831,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
19.2,9/29/2025 5:44:28 PM,323.2,26.62,0.07956,80.06,0.04295,0.6064,1.996,0,0,0,100,18.48,0.2821,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
19.5,9/29/2025 5:44:28 PM,323.6,26.62,0.07984,79.34,0.04721,0.6074,1.994,0,0,0,100,18.48,0.2831,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
19.9,9/29/2025 5:44:28 PM,323.9,26.62,0.07978,79.68,0.04523,0.6088,1.988,0,0,0,100,18.48,0.2826,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
20.2,9/29/2025 5:44:29 PM,324.2,26.62,0.07977,79.84,0.04344,0.6087,1.991,0,0,0,100,18.48,0.2826,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
20.6,9/29/2025 5:44:29 PM,324.6,26.62,0.07974,79.95,0.04414,0.6101,1.986,0,0,0,100,18.48,0.2823,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
20.9,9/29/2025 5:44:29 PM,324.9,26.62,0.07989,79.58,0.05019,0.6098,1.99,0,0,0,100,18.48,0.2836,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
21.3,9/29/2025 5:44:30 PM,325.2,26.62,0.0799,79.58,0.04731,0.6112,1.985,0,0,0,100,18.48,0.2822,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
21.6,9/29/2025 5:44:30 PM,325.6,26.62,0.08029,78.32,0.04503,0.6097,1.996,0,0,0,100,18.48,0.2829,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
21.9,9/29/2025 5:44:30 PM,325.9,26.62,0.07976,80.03,0.04503,0.6104,1.994,0,0,0,100,18.48,0.2829,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
22.3,9/29/2025 5:44:31 PM,326.2,26.62,0.07994,79.52,0.04463,0.6109,1.994,0,0,0,100,18.48,0.2804,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
22.6,9/29/2025 5:44:31 PM,326.6,26.62,0.07973,80.24,0.04572,0.6115,1.995,0,0,0,100,18.48,0.2811,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
22.9,9/29/2025 5:44:31 PM,326.9,26.62,0.0798,80,0.04473,0.612,1.995,0,0,0,100,18.48,0.2803,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
23.3,9/29/2025 5:44:32 PM,327.2,26.62,0.07976,80.08,0.04582,0.6125,1.994,0,0,0,100,18.48,0.2812,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
23.6,9/29/2025 5:44:32 PM,327.6,26.62,0.07972,80.33,0.04493,0.6133,1.993,0,0,0,100,18.48,0.2797,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
23.9,9/29/2025 5:44:32 PM,327.9,26.62,0.07987,79.93,0.04493,0.6141,1.99,0,0,0,100,18.48,0.2786,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
24.3,9/29/2025 5:44:33 PM,328.2,26.62,0.07991,79.88,0.04562,0.613,1.998,0,0,0,100,18.48,0.2791,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
24.6,9/29/2025 5:44:33 PM,328.6,26.62,0.08002,79.6,0.04761,0.6146,1.992,0,0,0,100,18.48,0.2798,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
24.9,9/29/2025 5:44:33 PM,328.9,26.62,0.07939,81.62,0.04632,0.6144,1.995,0,0,0,100,18.48,0.2786,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
25.3,9/29/2025 5:44:34 PM,329.3,26.62,0.07995,79.93,0.04572,0.6155,1.992,0,0,0,100,18.48,0.2789,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
25.6,9/29/2025 5:44:34 PM,329.6,26.62,0.07981,80.25,0.04612,0.6163,1.989,0,0,0,100,18.48,0.2794,404.6,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
26.0,9/29/2025 5:44:34 PM,330,26.62,0.07977,80.33,0.04582,0.6159,1.993,0,0,0,100,18.48,0.2771,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
26.3,9/29/2025 5:44:35 PM,330.3,26.62,0.08001,79.52,0.04572,0.616,1.995,0,0,0,100,18.48,0.277,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
26.6,9/29/2025 5:44:35 PM,330.7,26.62,0.07993,79.88,0.04493,0.616,1.997,0,0,0,100,18.48,0.276,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
27.0,9/29/2025 5:44:35 PM,331,26.62,0.08,79.74,0.04195,0.6173,1.992,0,0,0,100,18.48,0.2771,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
27.3,9/29/2025 5:44:36 PM,331.3,26.62,0.07996,79.95,0.04275,0.6187,1.986,0,0,0,100,18.48,0.2772,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
27.7,9/29/2025 5:44:36 PM,331.7,26.62,0.08,79.8,0.04632,0.6179,1.994,0,0,0,100,18.48,0.2759,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
28.0,9/29/2025 5:44:36 PM,332,26.62,0.08022,79.18,0.04314,0.6174,1.999,0,0,0,100,18.48,0.2767,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
28.4,9/29/2025 5:44:37 PM,332.3,26.62,0.08005,79.73,0.04533,0.6189,1.993,0,0,0,100,18.48,0.2776,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
28.7,9/29/2025 5:44:37 PM,332.7,26.62,0.08001,79.85,0.04265,0.619,1.995,0,0,0,100,18.48,0.2774,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
29.0,9/29/2025 5:44:37 PM,333,26.62,0.07994,80.08,0.04572,0.6188,1.998,0,0,0,100,18.48,0.279,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
29.4,9/29/2025 5:44:38 PM,333.3,26.62,0.07974,80.71,0.04523,0.6202,1.992,0,0,0,100,18.48,0.2761,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
29.7,9/29/2025 5:44:38 PM,333.7,26.62,0.07999,80,0.04176,0.6199,1.996,0,0,0,100,18.48,0.278,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
30.0,9/29/2025 5:44:38 PM,334,26.62,0.08024,79.23,0.04424,0.6198,1.999,0,0,0,100,18.48,0.2789,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
30.4,9/29/2025 5:44:39 PM,334.3,26.62,0.0799,80.09,0.04285,0.6224,1.985,0,0,0,100,18.48,0.2784,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
30.7,9/29/2025 5:44:39 PM,334.7,26.62,0.07997,79.98,0.04612,0.621,1.995,0,0,0,100,18.48,0.2791,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
31.0,9/29/2025 5:44:39 PM,335,26.62,0.07994,80.11,0.04463,0.6223,1.99,0,0,0,100,18.48,0.2797,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
31.4,9/29/2025 5:44:40 PM,335.3,26.62,0.07997,79.98,0.04493,0.6222,1.993,0,0,0,100,18.48,0.2777,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
31.7,9/29/2025 5:44:40 PM,335.7,26.62,0.08005,79.57,0.04245,0.6235,1.988,0,0,0,100,18.48,0.2784,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
32.1,9/29/2025 5:44:41 PM,336.1,26.62,0.07998,79.8,0.04265,0.6239,1.989,0,0,0,100,18.48,0.2772,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
32.5,9/29/2025 5:44:41 PM,336.5,26.62,0.08,79.84,0.04592,0.6249,1.985,0,0,0,100,18.48,0.2784,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
32.8,9/29/2025 5:44:41 PM,336.8,26.62,0.07987,80.25,0.04553,0.6243,1.991,0,0,0,100,18.48,0.2778,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
33.2,9/29/2025 5:44:42 PM,337.2,26.63,0.07988,80.24,0.04572,0.6244,1.994,0,0,0,100,18.48,0.2773,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
33.5,9/29/2025 5:44:42 PM,337.5,26.63,0.07999,79.93,0.0487,0.624,1.998,0,0,0,100,18.48,0.2762,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
33.8,9/29/2025 5:44:42 PM,337.9,26.63,0.07985,80.36,0.04592,0.6257,1.991,0,0,0,100,18.48,0.2776,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
34.2,9/29/2025 5:44:43 PM,338.2,26.63,0.08041,78.63,0.04295,0.6262,1.989,0,0,0,100,18.48,0.2755,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
34.5,9/29/2025 5:44:43 PM,338.5,26.63,0.08014,79.47,0.04523,0.6268,1.987,0,0,0,100,18.48,0.2758,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
34.9,9/29/2025 5:44:43 PM,338.9,26.63,0.07983,80.33,0.04582,0.6273,1.986,0,0,0,100,18.48,0.2758,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
35.2,9/29/2025 5:44:44 PM,339.2,26.63,0.07993,80,0.04553,0.6262,1.994,0,0,0,100,18.48,0.276,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
35.6,9/29/2025 5:44:44 PM,339.5,26.63,0.08001,79.82,0.04533,0.6276,1.988,0,0,0,100,18.48,0.2757,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
36.0,9/29/2025 5:44:44 PM,340,26.63,0.08,79.9,0.04592,0.6286,1.986,0,0,0,100,18.48,0.2765,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
36.4,9/29/2025 5:44:45 PM,340.3,26.63,0.08019,79.34,0.04652,0.6269,1.997,0,0,0,100,18.48,0.2752,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
36.9,9/29/2025 5:44:45 PM,340.9,26.63,0.07998,80.08,0.04255,0.6274,1.999,0,0,0,100,18.48,0.2752,404.6,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
37.5,9/29/2025 5:44:46 PM,341.5,26.63,0.08005,79.95,0.04434,0.6299,1.988,0,0,0,100,18.48,0.2736,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
38.2,9/29/2025 5:44:47 PM,342.2,26.63,0.08008,79.82,0.04503,0.6295,1.994,0,0,0,100,18.48,0.2733,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
38.8,9/29/2025 5:44:47 PM,342.7,26.63,0.08009,79.87,0.04414,0.6292,1.999,0,0,0,100,18.48,0.273,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
39.4,9/29/2025 5:44:48 PM,343.3,26.63,0.08006,80.01,0.04523,0.631,1.993,0,0,0,100,18.48,0.2706,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
40.0,9/29/2025 5:44:48 PM,344.1,26.63,0.08008,80.04,0.04523,0.6307,1.997,0,0,0,100,18.48,0.274,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
40.7,9/29/2025 5:44:49 PM,344.6,26.63,0.08017,79.82,0.04503,0.6327,1.989,0,0,0,100,18.48,0.2736,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
41.4,9/29/2025 5:44:50 PM,345.3,26.63,0.08023,79.65,0.04543,0.6327,1.992,0,0,0,100,18.48,0.2743,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
42.0,9/29/2025 5:44:50 PM,346,26.63,0.08006,79.98,0.04642,0.6325,1.997,0,0,0,100,18.48,0.2743,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
42.8,9/29/2025 5:44:51 PM,346.7,26.63,0.07987,80.54,0.0487,0.634,1.992,0,0,0,100,18.48,0.2745,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
43.5,9/29/2025 5:44:52 PM,347.4,26.63,0.0801,79.93,0.04513,0.6338,1.997,0,0,0,100,18.48,0.2743,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
44.1,9/29/2025 5:44:53 PM,348.1,26.63,0.08013,79.84,0.04592,0.6349,1.994,0,0,0,100,18.48,0.2752,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
44.7,9/29/2025 5:44:53 PM,348.7,26.63,0.08005,79.92,0.04592,0.6348,1.998,0,0,0,100,18.48,0.2741,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
45.3,9/29/2025 5:44:54 PM,349.3,26.63,0.08,80.11,0.04344,0.635,2,0,0,0,100,18.48,0.2739,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
45.9,9/29/2025 5:44:54 PM,349.8,26.63,0.07994,80.27,0.04245,0.6352,2.001,0,0,0,100,18.48,0.2741,404.2,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
46.5,9/29/2025 5:44:55 PM,350.4,26.63,0.0801,79.82,0.04503,0.6375,1.99,0,0,0,100,18.48,0.2759,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
47.0,9/29/2025 5:44:55 PM,351,26.63,0.07999,80.24,0.04503,0.6361,2,0,0,0,100,18.48,0.2741,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
47.6,9/29/2025 5:44:56 PM,351.6,26.63,0.08013,79.85,0.04592,0.6376,1.995,0,0,0,100,18.48,0.2736,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
48.2,9/29/2025 5:44:57 PM,352.2,26.63,0.08016,79.77,0.04295,0.6377,1.997,0,0,0,100,18.48,0.2746,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
48.8,9/29/2025 5:44:57 PM,352.7,26.63,0.08007,80.09,0.04483,0.6385,1.995,0,0,0,100,18.48,0.2751,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
49.3,9/29/2025 5:44:58 PM,353.3,26.63,0.08012,79.95,0.04503,0.6377,2.002,0,0,0,100,18.48,0.2754,404.3,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
49.9,9/29/2025 5:44:58 PM,353.9,26.63,0.07995,80.55,0.04662,0.638,2.002,0,0,0,100,18.48,0.2733,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
50.5,9/29/2025 5:44:59 PM,354.5,26.63,0.08015,79.96,0.04721,0.6396,1.995,0,0,0,100,18.48,0.2744,404.5,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
51.1,9/29/2025 5:44:59 PM,355.1,26.63,0.08014,79.98,0.04731,0.6403,1.993,0,0,0,100,18.48,0.2736,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
51.7,9/29/2025 5:45:00 PM,355.6,26.63,0.08011,80.16,0.04652,0.6398,1.997,0,0,0,100,18.48,0.2736,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
52.2,9/29/2025 5:45:01 PM,356.2,26.63,0.08005,80.25,0.04553,0.6392,2.003,0,0,0,100,18.48,0.2739,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
52.8,9/29/2025 5:45:01 PM,356.8,26.63,0.08026,79.73,0.04562,0.6411,1.994,0,0,0,100,18.48,0.2737,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
53.4,9/29/2025 5:45:02 PM,357.4,26.63,0.08026,79.88,0.04731,0.6409,1.997,0,0,0,100,18.48,0.2717,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
54.0,9/29/2025 5:45:02 PM,357.9,26.63,0.08026,80.03,0.04572,0.6423,1.991,0,0,0,100,18.48,0.2723,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
54.6,9/29/2025 5:45:03 PM,358.5,26.63,0.08033,79.84,0.0485,0.6417,1.995,0,0,0,100,18.48,0.2716,404.1,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
55.1,9/29/2025 5:45:04 PM,359.2,26.63,0.08042,79.8,0.04513,0.6428,1.99,0,0,0,100,18.48,0.2736,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
55.7,9/29/2025 5:45:04 PM,359.7,26.63,0.08037,80.08,0.04553,0.6426,1.993,0,0,0,100,18.48,0.2737,404.4,-1,0,-1,0,-2,0,0,0,3.789,3,4,[ OK ]
